,RANK,SCHOOL,Link,TOWN,TYPE,A_LEVEL,A_LEVEL_1,A_LEVEL_2,A_LEVEL_3,GCSE,GCSE_1,Type,desc,address,address_revised,long,lat,gender_age,Annual fees,Annual fee average,Inspection rating,Gender,students_n,website,fee,boarding_fee,boys,girls,6_form,mixed,day_fee,annual_fee,day,boarding
434,434,Gresham's School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82221/table/33/greshams-school,Holt,,-,33,61.6,276,42.6,291,Private,"Gresham's School is a public school in Holt, Norfolk, England, one of the top thirty International Baccalaureate schools in England. Gresham's School.","Cromer Rd, Holt NR25 6EA","Cromer Road, Holt, Norfolk, NR25 6EA",52.9096255,1.1035188,Mixed (2 to 18). Mixed sixth form,,,,,492 (13-18),www.greshams.com,"Day K &pound 8,630 (13-18)","Boarding K &pound 12,370 (13-18)",0,0,1,1,8630,25890,1,1
435,435,George Abbot School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83893/table/34/george-abbot-school,Guildford,Comprehensive,11.9,32.9,59.6,218=,36.5,218=,State,"George Abbot School is a coeducational secondary school and sixth form with academy status in Burpham, north-east of the town centre of Guildford providing ...","Woodruff Ave, Guildford GU1 1XX","Woodruff Avenue, Guildford, Surrey, GU1 1XX",51.2529324,-0.546329385,Mixed (11 to 18). Mixed sixth form,,,,,"1,934",www.georgeabbot.surrey.sch.uk,,,0,0,1,1,0,0,1,
436,436,"The King's School, Grantham",https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83865/table/34/the-kings-school-grantham,Grantham,Selective (100%),10.2,32.9,58.5,233=,55.3,117=,State,"The King's School is a British grammar school with academy status, in the market town of Grantham, Lincolnshire, England. The school's history can be traced ...","Brook St, Grantham NG31 6RP","Brook Street, Grantham, Lincolnshire, NG31 6RP",52.9157957,-0.641484535,Boys (11 to 18),,,,,"1,209",www.kings.lincs.sch.uk,,,1,0,0,0,0,0,1,
437,437,Herschel Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83889/table/34/herschel-grammar-school,Slough,Selective (100%),7.2,32.8,63.2,177=,56.7,106=,State,,"Berkshire, Northampton Ave, Slough SL1 3BW","Northampton Avenue, Slough, Berkshire, SL1 3BW",51.51966625,-0.611224084,Mixed (11 to 18). Mixed sixth form,,,,,"1,067",www.herschel.slough.sch.uk,,,0,0,1,1,0,0,1,
438,438,King Edward VI Aston School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83768/table/34/king-edward-vi-aston-school,Birmingham,Selective (100%),8.7,32.7,59.1,226=,58.7,101,State,"Aston School. A selective school for boys, the school opened in 1883 and is still located on its original site, in the Aston area of Birmingham. The ...","Frederick Rd, Birmingham B6 6DJ","Frederick Road, Aston, Birmingham, B6 6DJ",52.50348485,-1.885138422,Boys (11 to 18),,,,,986,www.keaston.bham.sch.uk,,,1,0,0,0,0,0,1,
439,439,St James Senior Boys' School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82410/table/33/st-james-senior-boys-school,Ashford,,6.8,32.6,67.6,230,33.3,325,Private,"St James Senior Boys' School, Ashford, Slough, England. 1256 likes · 61 talking about this · 23 were here. Independent school for Boys aged 11-18 in...","10 Church Rd, Stanwell, Ashford TW15 3DZ","Church Road, Ashford, Surrey, TW15 3DZ",51.43924375,-0.468273514,"Boys, mixed prep (4 to 18)",,,,,389 (11-18),www.stjamesschools.co.uk,"Day K &pound 6,780 (11-18) includes lunch",,1,0,0,0,6780,20340,1,
440,440,Burnham Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83855/table/34/burnham-grammar-school,Burnham,Selective (100%),10.2,32.6,64.2,165=,56.1,112,State,"Burnham Grammar School, Burnham, Windsor And Maidenhead, United Kingdom. 306 likes · 20 were here. Burnham Grammar School is a Co-educational Grammar...","Hogfair Ln, Burnham, Slough SL1 7HG","Hogfair Lane, Burnham, Buckinghamshire, SL1 7HG",51.5318831,-0.651482657,Mixed (11 to 18). Mixed sixth form,,,,,"1,168",http://www.burnhamgrammar.org.uk,,,0,0,1,1,0,0,1,
441,441,Lurgan College,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83828/table/34/lurgan-college,Craigavon,Selective (100%),8.8,32.4,65.7,149=,38.9,200,State,,"9 College Walk, Lurgan, Craigavon BT66 6JW","College Walk, Lurgan, Craigavon, Co Armagh, BT66 6JW",54.47244574,-6.348128256,Mixed (14 to 19). Mixed sixth form,,,,,420,www.lurgancollege.co.uk,,,0,0,1,1,0,0,1,
442,442,"All Hallows RC College, Macclesfield",https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/84065/table/34/all-hallows-rc-college-macclesfield,Macclesfield,Comprehensive,10.5,32.3,59.9,211=,25.4,340,State,,"Brooklands Ave, Macclesfield SK11 8LB","21 Brooklands Avenue, Macclesfield, Cheshire, SK11 8LB",53.2552045,-2.1409136,Mixed (11 to 18). Mixed sixth form,,,,,"1,215",www.allhallows.org.uk,,,0,0,1,1,0,0,1,
443,443,Loretto School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82218/table/33/loretto-school,Musselburgh,,9.9,32.2,60.4,281,43.9,281=,Private,"Loretto School, founded in 1827, is an independent boarding and day school for boys and girls aged 0 to 18. The campus occupies 85 acres (34 ha) in ...","Linkfield Road, Musselburgh, East Lothian, Scotland","Linkfield Road, Musselburgh, East Lothian, EH21 7RE",55.9424675,-3.043779722,Mixed (3 to 18). Mixed sixth form,,,,,531 (3-18),www.loretto.com,"Day K &pound 5,900 - K &pound 8,100 (12-18) includes lunch","Boarding K &pound 6,600 - K &pound 11,900 (12-18)",0,0,1,1,8100,24300,1,1
444,444,St Gerard's School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82288/table/33/st-gerards-school,Bangor,,15,32.2,57.6,299,61.9,170=,Private,"St Gerard's Catholic Primary School Birmingham. @StGerardsBham. We live, love, learn and pray together. Birmingham, England stgerard.bham.sch.uk Joined ...","Yatesbury Ave, Castle Vale, Birmingham B35 6LB","Ffriddoedd Road, Bangor, Wales, LL57 2EL",54.56250825,-5.996784389,Mixed (4 to 18). Mixed sixth form,,,,,144 (4-18),www.st-gerards.org,"Day K &pound 3,715 - K &pound 3,885 (11-18)",,0,0,1,1,3885,11655,1,
445,445,Olchfa School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/84118/table/34/olchfa-school,Swansea,Comprehensive,11.1,32.1,57.8,242,36.5,218=,State,"The twitter stream for Olchfa School in Swansea. ... 0 views, 0 likes, 0 loves, 0 comments, 0 shares, Facebook Watch Videos from Olchfa School: Day 2 of the ...","301 Gower Rd, Sketty, Swansea SA2 7AA","Gower Road, Sketty, Swansea, SA2 7AB",51.6186649,-4.0050004,Mixed (11 to 18). Mixed sixth form,,,,,"1,821",www.olchfa.org.uk,,,0,0,1,1,0,0,1,
446,446,Harrogate Ladies' College,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82369/table/33/harrogate-ladies-college,Harrogate,,8.4,32,65.5,245=,54.5,223,Private,"Harrogate Ladies' College is an independent boarding and day school located in the town of Harrogate, North Yorkshire, England. Founded as a girls' senior ...","Clarence Dr, Harrogate HG1 2QG","Clarence Drive, Harrogate, HG1 2QG",53.99583725,-1.551226372,"Girls, mixed prep (2 to 18)",,,,,587 (2-18),www.hlc.org.uk,"Day K &pound 5,840 (11-18) includes lunch","Boarding K &pound 11,000 (11-18)",0,1,0,0,5840,17520,1,1
447,447,King's Bruton,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82424/table/33/kings-bruton,Bruton,,-,32,56.7,303=,40.1,303,Private,"King's Bruton is an independent fully co-educational secondary day and boarding school in the English public school tradition located in Bruton, Somerset, ...","Plox, Bruton BA10 0ED","The Plox, Bruton, Somerset, BA10 0ED",51.1103891,-2.453746084,Mixed (13 to 18). Mixed sixth form,,,,,357 (13-18),www.kingsbruton.com,"Day K &pound 7,924 (13-18) includes lunch","Boarding K &pound 11,400 (13-18)",0,0,1,1,7924,23772,1,1
448,448,Tudor Grange Academy Solihull,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82692/table/34/tudor-grange-academy-solihull,Solihull,Comprehensive,8.6,31.7,64.2,165=,36.2,220=,State,"Tudor Grange Academy is a co-educational Academy and technology college located in Solihull, West Midlands, England. Formerly known as Tudor Grange Grammar ...","Dingle Ln, Solihull B91 3PD","Dingle Lane, Solihull, West Midlands, B91 3PD",52.42214715,-1.761585936,Mixed (11 to 18). Mixed sixth form,,,,,"1,645",www.solihull.tgacademy.org.uk,,,0,0,1,1,0,0,1,
449,449,Presdales School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83954/table/34/presdales-school,Ware,Comprehensive,8.6,31.7,61.9,192=,41.4,184=,State,"Presdales School is a girls' secondary school with academy status, located in Ware, Hertfordshire in the East of England. The school also operates a ...","Hoe Ln, Ware SG12 9NX","Hoe Lane, Ware, Hertfordshire, SG12 9NX",51.8026367,-0.030851412,Girls (11 to 18). Mixed sixth form,,,,,"1,153",www.presdales.herts.sch.uk,,,0,1,1,0,0,0,1,
450,450,"Queen Elizabeth's Grammar School, Faversham",https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83916/table/34/queen-elizabeths-grammar-school-faversham,Faversham,Selective (100%),10.3,31.7,59.4,223=,36.7,216,State,"Queen Elizabeth's Grammar School is a selective co-educational grammar school with academy status in Faversham, Kent, southeast England.","Abbey Pl, Faversham ME13 7BQ","Abbey Place, Faversham, Kent, ME13 7BQ",51.3184173,0.897937172,Mixed (11 to 18). Mixed sixth form,,,,,"1,021",www.queenelizabeths.kent.sch.uk,,,0,0,1,1,0,0,1,
451,451,Wymondham College,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83876/table/34/wymondham-college,Wymondham,Partially selective (10%),9.5,31.7,57,255=,28,316=,State,Wymondham College. @WymondhamCol. A World Class State Boarding and Day School | Ofsted 'Outstanding' for Boarding and Education | Prep School.,"Golf Links Rd, Wymondham NR18 9SZ","Golf Links Road, Wymondham, Norfolk, NR18 9SZ",52.54476825,1.057743178,Mixed (11 to 18). Mixed sixth form,,,,,"1,415",www.wymondhamcollege.org,,1,0,0,1,1,0,0,1,1
452,452,Graveney School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83938/table/34/graveney-school,London,Partially selective (25%),10,31.5,60.2,206=,44.3,162,State,"The design and construction of a new-build Sixth Form Study Block for Graveney School, following the awarding of an Academies Capital Maintenance Fund.","Welham Rd, London SW17 9BU","Welham Road, Tooting, London, SW17 9BU",51.42388785,-0.151174256,Mixed (11 to 18). Mixed sixth form,,,,,"2,259",www.graveney.org,,,0,0,1,1,0,0,1,
453,453,The Crossley Heath School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83805/table/34/the-crossley-heath-school,Halifax,Selective (100%),10.1,31.5,57.3,248=,60.9,89,State,"The Crossley Heath School, Halifax, West Yorkshire. 2781 likes · 94 talking about this · 2397 were here. Crossley Heath is a selective state school...","Skircoat Moor Rd, Halifax HX3 0HG","Savile Park, Halifax, West Yorkshire, HX3 0HG",53.71167353,-1.877772302,Mixed (11 to 18). Mixed sixth form,,,,,"1,140",www.crossleyheath.org.uk,,,0,0,1,1,0,0,1,
454,454,Denmark Road High School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83751/table/34/denmark-road-high-school,Gloucester,Selective (100%),8.3,31.3,63.1,180=,75.2,34=,State,,"Denmark Rd, Gloucester GL1 3JN","Denmark Road, Gloucester, Gloucestershire, GL1 3JN",51.8726285,-2.236108214,Girls (11 to 18). Mixed sixth form,,,,,988,https://www.denmarkroad.org,,,0,1,1,0,0,0,1,
455,455,Howard of Effingham School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83904/table/34/howard-of-effingham-school,Effingham,Comprehensive,9.5,31.3,58.8,229=,38.7,201,State,"Howard of Effingham School. 13:01, 30 NOV 2022. The 100 homes that'll be built on Howard of Effingham school site after refusal overturned.","Lower Rd, Effingham, Leatherhead KT24 5JR","Lower Road, Effingham, Surrey, KT24 5JR",51.27326515,-0.395584777,Mixed (11 to 18). Mixed sixth form,,,,,"1,553",www.thehoward.org,,,0,0,1,1,0,0,1,
456,456,Westonbirt School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/87994/table/33/westonbirt-school,Tetbury,,-,31.3,58,295,43.7,284,Private,Westonbirt School is a co-educational independent day and boarding school for boys and girls aged 11 to 18 located near Tetbury in Gloucestershire in South ...,Tetbury GL8 8QG,"Westonbirt, Tetbury, Gloucestershire, GL8 8QG",51.639272,-2.1594783,Mixed (3 to 18). Mixed sixth form,,,,,385 (11-18),www.westonbirt.org,"Day K &pound 5,455 (11-18) includes lunch","Boarding K &pound 7,225 - K &pound 10,505 (11-18)",0,0,1,1,5455,16365,1,1
457,457,Farlingaye High School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83927/table/34/farlingaye-high-school,Woodbridge,Comprehensive,9.3,31.3,56.9,257,23.4,359=,State,,"Ransom Rd, Woodbridge IP12 4JX","Ransom Road, Woodbridge, Suffolk, IP12 4JX",52.10109655,1.304620591,Mixed (11 to 18). Mixed sixth form,,,,,"1,960",www.farlingaye.suffolk.sch.uk,,,0,0,1,1,0,0,1,
458,458,Teesside High School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82224/table/33/teesside-high-school,Eaglescliffe,,10.6,31.3,54.5,312,43.5,286,Private,"Teesside High School, Stockton-on-Tees, United Kingdom. ... Teesside High School provides an inspiring 3-18 education centred on the development of the ...","The Avenue, Stockton-on-Tees TS16 9AT","The Avenue, Eaglescliffe, Eaglescliffe, TS16 9AT",54.5291349,-1.3459109,Mixed (3 to 18). Mixed sixth form,,,,,316 (3-18),www.teessidehigh.co.uk,"Day K &pound 4,305 - K &pound 4,405 (11-18)",,0,0,1,1,4405,13215,1,
459,459,St Mark's RC School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83880/table/34/st-marks-rc-school,London,Comprehensive,9.1,31.2,64.5,163,40.7,188=,State,Home; About our School. Headteacher's Welcome · Our Mission Statement · Vision and Ethos · Meet the Staff · Governors · British values · School Prospectus ...,"106 Bath Road, Hounslow, Greater London, England","106 Bath Road, Hounslow, London, TW3 3EJ",51.4753166,-0.3950838,Mixed (11 to 18). Mixed sixth form,,,,,"1,216",www.st-marks.hounslow.sch.uk,,,0,0,1,1,0,0,1,
460,460,Churston Ferrers Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83744/table/34/churston-ferrers-grammar-school,Brixham,Selective (100%),11.6,31.2,61.5,196=,53.4,127,State,,"Greenway Rd, Galmpton, Brixham TQ5 0LN","Greenway Road, Brixham, Devon, TQ5 0LN",50.3951393,-3.559396049,Mixed (11 to 18). Mixed sixth form,,,,,"1,087",www.churstongrammar.com,,,0,0,1,1,0,0,1,
461,461,Rainham Mark Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83868/table/34/rainham-mark-grammar-school,Gillingham,Selective (100%),10.7,31.2,59.6,218=,47.3,150,State,"Rainham Mark Grammar School is the only co-educational selective grammar school in the Medway, Kent, England area. It has academy status, along with Twydall ...","Pump Ln, Rainham, Gillingham ME8 7AJ","Pump Lane, Rainham, Gillingham, Kent, ME8 7AJ",51.37037985,0.595150417,Mixed (11 to 18). Mixed sixth form,,,,,"1,487",www.rainhammark.com,,,0,0,1,1,0,0,1,
462,462,Ashville Harrogate,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82383/table/33/ashville-harrogate,Harrogate,,8.9,31.1,57.3,300,45.2,275=,Private,Get all of the latest Ashville College news from Harrogate Advertiser. Providing fresh perspective online for news across the UK.,"Green Ln, Harrogate HG2 9JP","Green Lane, Harrogate, North Yorkshire, HG2 9JP",53.9715156,-1.5476312,Mixed (3 to 18). Mixed sixth form,,,,,872 (3-18),www.ashville.co.uk,"Day K &pound 5,420 - K &pound 5,585 (11-18) includes lunch","Boarding K &pound 8,165 - K &pound 10,170 (11-18)",0,0,1,1,5585,16755,1,1
463,463,Queen Elizabeth Grammar School Penrith,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/84110/table/34/queen-elizabeth-grammar-school-penrith,Penrith,Selective (100%),9.6,30.8,55.5,272=,42.6,168,State,"Queen Elizabeth Grammar School (QEGS) is a coeducational selective grammar school in Penrith, Cumbria, England. The school currently has approximately 830 ...","Ullswater Rd, Penrith CA11 7EG","Ullswater Road, Penrith, Cumbria, CA11 7EG",54.65944135,-2.757820602,Mixed (11 to 18). Mixed sixth form,,,,,953,https://qegs.website,,,0,0,1,1,0,0,1,
464,464,Clitheroe Royal Grammar School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/83747/table/34/clitheroe-royal-grammar-school,Clitheroe,Selective (100%),9.7,30.7,60.9,200,67.1,62,State,"Clitheroe Royal Grammar School is a co-educational grammar school in the town of Clitheroe in Lancashire, England, formerly an all-boys school.","Chatburn Rd, Clitheroe BB7 2BA","Chatburn Road, Clitheroe, Lancashire, BB7 2BA",53.8802378,-2.379657184,Mixed (11 to 18). Mixed sixth form,,,,,"1,399",www.crgs.org.uk,,,0,0,1,1,0,0,1,
465,465,"Saint Martin's (merged with Solihull School, September 2020)",https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82219/table/33/saint-martins-merged-with-solihull-school-september-2020,Solihull,,6.9,30.6,65.7,243=,58.3,194=,Private,,"Warwick Road, Solihull, West Midlands, England","Warwick Road, Solihull, West Midlands, B91 3DJ",52.415,-1.7702,Mixed (3 to 18). Mixed sixth form,,,,,"1,208 (3-18)",https://www.solsch.org.uk,"Day K &pound 4,890 (11-18) includes lunch",,0,0,1,1,4890,14670,1,
466,466,Hill House School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/82684/table/33/hill-house-school,Doncaster,,9.3,30.6,59.2,288=,48.7,252=,Private,,"Hans Place, Knightsbridge, London, England","Sixth Avenue, Auckley, Doncaster, DN9 3GG",53.48692315,-1.014183552,Mixed (3 to 18). Mixed sixth form,,,,,728 (3-18),www.hillhouse.doncaster.sch.uk,"Day K &pound 4,420 - K &pound 4,620 (11-18) includes lunch",,0,0,1,1,4620,13860,1,
467,467,Hitchin Girls' School,https://st.hitcreative.com/education/parent_power_jQyGusnEbsIgkbrC/ParentPower/school/id/88719/table/34/hitchin-girls-school,Hitchin,Comprehensive,9,30.6,58.5,233=,40.4,193=,State,"Hitchin Girls' School, Hitchin. 1817 likes · 293 talking about this. This page is set-up and ran by Hitchin Girls' School as a method for sharing news,...","Highbury Rd, Hitchin SG4 9RS","Highbury Road, Hitchin, Hertfordshire, SG4 9RS",51.9478498,-0.270071923,Girls (11 to 18),,,,,"1,249",http://www.hgs.herts.sch.uk,,,0,1,0,0,0,0,1,
